Time,Potentiometer,Distance
07/27/2021_20:38:52.614,356.73,170.37
07/27/2021_20:38:52.726,356.73,173.19
07/27/2021_20:38:52.836,356.73,154.7
07/27/2021_20:38:52.875,356.73,154.7
07/27/2021_20:38:52.947,356.73,170.32
07/27/2021_20:38:53.058,356.73,171.69
07/27/2021_20:38:53.170,356.73,170.82
07/27/2021_20:38:53.281,356.73,171.69
07/27/2021_20:38:53.376,356.73,171.69
07/27/2021_20:38:53.392,356.73,155.11
07/27/2021_20:38:53.503,356.73,169.94
07/27/2021_20:38:53.613,356.73,157.16
07/27/2021_20:38:53.725,356.73,169.89
07/27/2021_20:38:53.836,356.73,171.67
07/27/2021_20:38:53.877,356.73,171.67
07/27/2021_20:38:53.946,356.73,155.35
07/27/2021_20:38:54.058,356.73,170.82
07/27/2021_20:38:54.168,356.73,159.04
07/27/2021_20:38:54.280,356.73,170.4
07/27/2021_20:38:54.378,357.82,170.4
07/27/2021_20:38:54.391,357.82,170.34
07/27/2021_20:38:54.501,357.82,154.73
07/27/2021_20:38:54.613,357.82,172.98
07/27/2021_20:38:54.724,357.82,170.34
07/27/2021_20:38:54.836,357.82,170.38
07/27/2021_20:38:54.879,357.82,170.38
07/27/2021_20:38:54.947,357.82,169.93
07/27/2021_20:38:55.060,357.82,170.35
07/27/2021_20:38:55.171,357.82,173.04
07/27/2021_20:38:55.282,357.82,155.17
07/27/2021_20:38:55.380,357.82,155.17
07/27/2021_20:38:55.393,357.82,169.92
07/27/2021_20:38:55.504,357.82,169.88
07/27/2021_20:38:55.615,357.82,170.81
07/27/2021_20:38:55.727,357.82,175.74
07/27/2021_20:38:55.837,357.82,156.28
07/27/2021_20:38:55.881,356.73,156.28
07/27/2021_20:38:55.948,356.73,171.27
07/27/2021_20:38:56.060,356.73,170.86
07/27/2021_20:38:56.171,356.73,170.82
07/27/2021_20:38:56.282,356.73,171.21
07/27/2021_20:38:56.383,356.73,171.21
07/27/2021_20:38:56.393,356.73,156.32
07/27/2021_20:38:56.504,356.73,170.82
07/27/2021_20:38:56.615,356.73,170.4
07/27/2021_20:38:56.727,356.73,170.84
07/27/2021_20:38:56.838,356.73,170.81
07/27/2021_20:38:56.884,357.82,170.81
07/27/2021_20:38:56.950,357.82,155.28
07/27/2021_20:38:57.061,357.82,171.68
07/27/2021_20:38:57.171,357.82,157.33
07/27/2021_20:38:57.283,357.82,169.93
07/27/2021_20:38:57.390,356.73,169.93
07/27/2021_20:38:57.394,356.73,170.86
07/27/2021_20:38:57.505,356.73,170.37
07/27/2021_20:38:57.731,356.73,2152.8
07/27/2021_20:38:57.842,356.73,170.4
07/27/2021_20:38:57.895,357.82,170.4
07/27/2021_20:38:57.953,357.82,170.36
07/27/2021_20:38:58.065,357.82,170.85
07/27/2021_20:38:58.176,357.82,173.9
07/27/2021_20:38:58.286,357.82,154.64
07/27/2021_20:38:58.397,357.82,169.96
07/27/2021_20:38:58.398,356.73,169.96
07/27/2021_20:38:58.509,356.73,170.4
07/27/2021_20:38:58.620,356.73,170.01
07/27/2021_20:38:58.731,356.73,170.42
07/27/2021_20:38:58.842,356.73,155.66
07/27/2021_20:38:58.899,356.73,155.66
07/27/2021_20:38:58.953,356.73,169.93
07/27/2021_20:38:59.064,356.73,169.96
07/27/2021_20:38:59.175,356.73,172.57
07/27/2021_20:38:59.286,356.73,170.83
07/27/2021_20:38:59.397,356.73,155.16
07/27/2021_20:38:59.400,356.73,155.16
07/27/2021_20:38:59.508,356.73,170.38
07/27/2021_20:38:59.619,356.73,170.83
07/27/2021_20:38:59.730,356.73,170.82
07/27/2021_20:38:59.842,356.73,169.98
07/27/2021_20:38:59.901,357.82,169.98
07/27/2021_20:38:59.953,357.82,170.84
07/27/2021_20:39:00.064,357.82,172.19
07/27/2021_20:39:00.175,357.82,157.09
07/27/2021_20:39:00.286,357.82,170.84
07/27/2021_20:39:00.397,357.82,169.97
07/27/2021_20:39:00.402,357.82,169.97
07/27/2021_20:39:00.509,357.82,169.94
07/27/2021_20:39:00.623,357.82,231.37
07/27/2021_20:39:00.734,357.82,156.62
07/27/2021_20:39:00.845,357.82,171.25
07/27/2021_20:39:00.903,356.73,171.25
07/27/2021_20:39:00.956,356.73,169.96
07/27/2021_20:39:01.066,356.73,153.46
07/27/2021_20:39:01.293,356.73,2152.71
07/27/2021_20:39:01.404,356.73,171.73
07/27/2021_20:39:01.405,356.73,171.73
07/27/2021_20:39:01.517,356.73,170.86
07/27/2021_20:39:01.629,356.73,170.85
07/27/2021_20:39:01.740,356.73,170.87
07/27/2021_20:39:01.850,356.73,154.5
07/27/2021_20:39:01.907,357.82,154.5
07/27/2021_20:39:01.961,357.82,171.26
07/27/2021_20:39:02.072,357.82,170.37
07/27/2021_20:39:02.184,357.82,169.96
07/27/2021_20:39:02.295,357.82,170.6
07/27/2021_20:39:02.405,357.82,154.41
07/27/2021_20:39:02.408,357.82,154.41
07/27/2021_20:39:02.516,357.82,170.81
07/27/2021_20:39:02.627,357.82,158.61
07/27/2021_20:39:02.738,357.82,170.37
07/27/2021_20:39:02.849,357.82,172.13
07/27/2021_20:39:02.909,356.73,172.13
07/27/2021_20:39:02.960,356.73,155.57
07/27/2021_20:39:03.076,356.73,171.27
07/27/2021_20:39:03.186,356.73,157.99
07/27/2021_20:39:03.297,356.73,170.37
07/27/2021_20:39:03.409,356.73,170.37
07/27/2021_20:39:03.410,357.82,170.37
07/27/2021_20:39:03.519,357.82,155.21
07/27/2021_20:39:03.630,357.82,170.79
07/27/2021_20:39:03.742,357.82,169.92
07/27/2021_20:39:03.853,357.82,170.86
07/27/2021_20:39:03.911,357.82,170.86
07/27/2021_20:39:03.964,357.82,170.37
07/27/2021_20:39:04.074,357.82,155.28
07/27/2021_20:39:04.185,357.82,170.8
07/27/2021_20:39:04.296,357.82,158.47
07/27/2021_20:39:04.407,357.82,170.39
07/27/2021_20:39:04.412,356.73,170.39
07/27/2021_20:39:04.518,356.73,170.8
07/27/2021_20:39:04.630,356.73,171.28
07/27/2021_20:39:04.741,356.73,172.08
07/27/2021_20:39:04.851,356.73,156.41
07/27/2021_20:39:04.914,356.73,156.41
07/27/2021_20:39:04.962,356.73,169.92
07/27/2021_20:39:05.074,356.73,171.22
07/27/2021_20:39:05.184,356.73,155.21
07/27/2021_20:39:05.295,356.73,170.81
07/27/2021_20:39:05.406,356.73,172.12
07/27/2021_20:39:05.415,356.73,172.12
07/27/2021_20:39:05.518,356.73,170.41
07/27/2021_20:39:05.629,356.73,171.67
07/27/2021_20:39:05.739,356.73,155.07
07/27/2021_20:39:05.851,356.73,171.27
07/27/2021_20:39:05.915,356.73,171.27
07/27/2021_20:39:05.962,356.73,170.37
07/27/2021_20:39:06.075,356.73,170.39
07/27/2021_20:39:06.186,356.73,171.22
07/27/2021_20:39:06.297,356.73,156.5
07/27/2021_20:39:06.408,356.73,169.94
07/27/2021_20:39:06.417,356.73,169.94
07/27/2021_20:39:06.519,356.73,169.91
07/27/2021_20:39:06.631,356.73,171.67
07/27/2021_20:39:06.742,356.73,172.13
