Time,Potentiometer,Distance
07/27/2021_20:39:06.853,356.73,155.53
07/27/2021_20:39:06.918,354.55,155.53
07/27/2021_20:39:06.964,354.55,170.81
07/27/2021_20:39:07.076,354.55,170.34
07/27/2021_20:39:07.189,354.55,170.38
07/27/2021_20:39:07.301,354.55,173.89
07/27/2021_20:39:07.411,354.55,155.54
07/27/2021_20:39:07.419,356.73,155.54
07/27/2021_20:39:07.522,356.73,170.4
07/27/2021_20:39:07.634,356.73,170.41
07/27/2021_20:39:07.745,356.73,170.38
07/27/2021_20:39:07.856,356.73,172.1
07/27/2021_20:39:07.920,356.73,172.1
07/27/2021_20:39:07.967,356.73,170.37
07/27/2021_20:39:08.078,356.73,170.87
07/27/2021_20:39:08.190,356.73,170.85
07/27/2021_20:39:08.301,356.73,169.9
07/27/2021_20:39:08.412,356.73,171.26
07/27/2021_20:39:08.421,356.73,171.26
07/27/2021_20:39:08.523,356.73,154.68
07/27/2021_20:39:08.634,356.73,169.98
07/27/2021_20:39:08.745,356.73,170.01
07/27/2021_20:39:08.856,356.73,170.84
07/27/2021_20:39:08.922,356.73,170.84
07/27/2021_20:39:08.968,356.73,173.03
07/27/2021_20:39:09.078,356.73,155.75
07/27/2021_20:39:09.189,356.73,171.71
07/27/2021_20:39:09.301,356.73,170.77
07/27/2021_20:39:09.412,356.73,171.25
07/27/2021_20:39:09.423,356.73,171.25
07/27/2021_20:39:09.523,356.73,171.68
07/27/2021_20:39:09.634,356.73,156.26
07/27/2021_20:39:09.745,356.73,171.7
07/27/2021_20:39:09.856,356.73,169.96
07/27/2021_20:39:09.925,352.36,169.96
07/27/2021_20:39:09.967,352.36,169.89
07/27/2021_20:39:10.078,352.36,170.8
07/27/2021_20:39:10.189,352.36,170.03
07/27/2021_20:39:10.301,352.36,170.32
07/27/2021_20:39:10.412,352.36,169.97
07/27/2021_20:39:10.426,356.73,169.97
07/27/2021_20:39:10.523,356.73,169.82
07/27/2021_20:39:10.634,356.73,170.34
07/27/2021_20:39:10.745,356.73,169.91
07/27/2021_20:39:10.857,356.73,171.67
07/27/2021_20:39:10.927,356.73,171.67
07/27/2021_20:39:10.967,356.73,157.3
07/27/2021_20:39:11.078,356.73,170.37
07/27/2021_20:39:11.189,356.73,170.42
07/27/2021_20:39:11.301,356.73,170.35
07/27/2021_20:39:11.412,356.73,171.87
07/27/2021_20:39:11.429,356.73,171.87
07/27/2021_20:39:11.522,356.73,156.89
07/27/2021_20:39:11.634,356.73,170.85
07/27/2021_20:39:11.745,356.73,169.99
07/27/2021_20:39:11.856,356.73,170.0
07/27/2021_20:39:11.930,357.82,170.0
07/27/2021_20:39:11.967,357.82,173.46
07/27/2021_20:39:12.078,357.82,156.35
07/27/2021_20:39:12.189,357.82,170.82
07/27/2021_20:39:12.301,357.82,170.47
07/27/2021_20:39:12.412,357.82,169.92
07/27/2021_20:39:12.431,356.73,169.92
07/27/2021_20:39:12.523,356.73,171.66
07/27/2021_20:39:12.633,356.73,154.31
07/27/2021_20:39:12.745,356.73,170.8
07/27/2021_20:39:12.856,356.73,172.09
07/27/2021_20:39:12.933,357.82,172.09
07/27/2021_20:39:12.967,357.82,170.38
07/27/2021_20:39:13.078,357.82,169.97
07/27/2021_20:39:13.189,357.82,155.19
07/27/2021_20:39:13.300,357.82,172.55
07/27/2021_20:39:13.410,357.82,154.86
07/27/2021_20:39:13.434,356.73,154.86
07/27/2021_20:39:13.522,356.73,170.38
07/27/2021_20:39:13.633,356.73,170.0
07/27/2021_20:39:13.744,356.73,170.82
07/27/2021_20:39:13.856,356.73,172.76
07/27/2021_20:39:13.935,356.73,172.76
07/27/2021_20:39:13.966,356.73,156.52
07/27/2021_20:39:14.077,356.73,170.83
07/27/2021_20:39:14.189,356.73,169.93
07/27/2021_20:39:14.300,356.73,170.98
07/27/2021_20:39:14.412,356.73,172.56
07/27/2021_20:39:14.436,357.82,172.56
07/27/2021_20:39:14.523,357.82,170.34
07/27/2021_20:39:14.638,357.82,148.68
07/27/2021_20:39:14.750,357.82,170.28
07/27/2021_20:39:14.862,357.82,169.9
07/27/2021_20:39:14.938,357.82,169.9
07/27/2021_20:39:14.973,357.82,171.17
07/27/2021_20:39:15.084,357.82,155.27
07/27/2021_20:39:15.195,357.82,170.35
07/27/2021_20:39:15.306,357.82,170.36
07/27/2021_20:39:15.418,357.82,170.81
07/27/2021_20:39:15.439,357.82,170.81
07/27/2021_20:39:15.529,357.82,171.62
07/27/2021_20:39:15.639,357.82,155.22
07/27/2021_20:39:15.751,357.82,170.35
07/27/2021_20:39:15.861,357.82,156.18
07/27/2021_20:39:15.941,356.73,156.18
07/27/2021_20:39:15.972,356.73,170.36
07/27/2021_20:39:16.083,356.73,170.78
07/27/2021_20:39:16.194,356.73,155.57
07/27/2021_20:39:16.305,356.73,172.09
07/27/2021_20:39:16.415,356.73,156.36
07/27/2021_20:39:16.442,357.82,156.36
07/27/2021_20:39:16.527,357.82,170.36
07/27/2021_20:39:16.638,357.82,170.3
07/27/2021_20:39:16.748,357.82,155.03
07/27/2021_20:39:16.860,357.82,171.66
07/27/2021_20:39:16.943,356.73,171.66
07/27/2021_20:39:16.971,356.73,170.38
07/27/2021_20:39:17.082,356.73,170.79
07/27/2021_20:39:17.193,356.73,170.37
07/27/2021_20:39:17.304,356.73,154.18
07/27/2021_20:39:17.415,356.73,171.2
07/27/2021_20:39:17.444,356.73,171.2
07/27/2021_20:39:17.525,356.73,157.02
07/27/2021_20:39:17.637,356.73,170.8
07/27/2021_20:39:17.748,356.73,170.35
07/27/2021_20:39:17.859,356.73,169.88
07/27/2021_20:39:17.946,356.73,169.88
07/27/2021_20:39:17.971,356.73,173.94
07/27/2021_20:39:18.082,356.73,154.59
07/27/2021_20:39:18.195,356.73,163.4
07/27/2021_20:39:18.307,356.73,170.18
07/27/2021_20:39:18.418,356.73,171.2
07/27/2021_20:39:18.447,356.73,171.2
07/27/2021_20:39:18.529,356.73,171.26
07/27/2021_20:39:18.640,356.73,170.3
07/27/2021_20:39:18.752,356.73,170.78
07/27/2021_20:39:18.863,356.73,170.83
07/27/2021_20:39:18.948,328.36,170.83
07/27/2021_20:39:18.973,328.36,155.94
07/27/2021_20:39:19.085,328.36,170.79
07/27/2021_20:39:19.195,328.36,156.46
07/27/2021_20:39:19.306,328.36,170.4
07/27/2021_20:39:19.418,328.36,169.88
07/27/2021_20:39:19.450,308.73,169.88
07/27/2021_20:39:19.529,308.73,169.99
07/27/2021_20:39:19.642,308.73,170.81
07/27/2021_20:39:19.752,308.73,156.3
07/27/2021_20:39:19.863,308.73,170.4
07/27/2021_20:39:19.951,309.82,170.4
07/27/2021_20:39:19.974,309.82,170.37
07/27/2021_20:39:20.085,309.82,157.43
07/27/2021_20:39:20.196,309.82,171.66
07/27/2021_20:39:20.307,309.82,159.04
07/27/2021_20:39:20.418,309.82,170.82
07/27/2021_20:39:20.452,308.73,170.82
07/27/2021_20:39:20.529,308.73,170.36
07/27/2021_20:39:20.640,308.73,154.91
07/27/2021_20:39:20.751,308.73,172.08
07/27/2021_20:39:20.862,308.73,155.41
07/27/2021_20:39:20.953,262.91,155.41
07/27/2021_20:39:20.973,262.91,169.94
07/27/2021_20:39:21.084,262.91,169.93
07/27/2021_20:39:21.195,262.91,169.93
07/27/2021_20:39:21.307,262.91,173.42
07/27/2021_20:39:21.417,262.91,156.65
07/27/2021_20:39:21.454,232.36,156.65
07/27/2021_20:39:21.529,232.36,170.33
07/27/2021_20:39:21.640,232.36,171.66
07/27/2021_20:39:21.751,232.36,170.34
07/27/2021_20:39:21.864,232.36,174.35
07/27/2021_20:39:21.956,232.36,174.35
07/27/2021_20:39:21.974,232.36,155.71
07/27/2021_20:39:22.085,232.36,170.79
07/27/2021_20:39:22.197,232.36,170.81
07/27/2021_20:39:22.324,232.36,160.31
07/27/2021_20:39:22.446,232.36,170.36
07/27/2021_20:39:22.457,230.18,170.36
07/27/2021_20:39:22.557,230.18,155.17
07/27/2021_20:39:22.681,230.18,173.4
07/27/2021_20:39:22.800,230.18,154.63
07/27/2021_20:39:22.919,230.18,170.37
07/27/2021_20:39:22.957,156.0,170.37
07/27/2021_20:39:23.036,156.0,170.38
07/27/2021_20:39:23.153,156.0,170.35
07/27/2021_20:39:23.270,156.0,170.81
07/27/2021_20:39:23.400,156.0,152.16
07/27/2021_20:39:23.459,157.09,152.16
07/27/2021_20:39:23.627,157.09,2152.59
07/27/2021_20:39:23.739,157.09,171.69
07/27/2021_20:39:23.850,157.09,170.87
07/27/2021_20:39:23.961,157.09,156.01
07/27/2021_20:39:23.961,157.09,156.01
07/27/2021_20:39:24.072,157.09,172.15
07/27/2021_20:39:24.184,157.09,170.42
07/27/2021_20:39:24.295,157.09,170.31
07/27/2021_20:39:24.406,157.09,169.92
07/27/2021_20:39:24.462,157.09,169.92
07/27/2021_20:39:24.517,157.09,170.97
07/27/2021_20:39:24.628,157.09,169.96
07/27/2021_20:39:24.739,157.09,154.45
07/27/2021_20:39:24.852,157.09,171.3
07/27/2021_20:39:24.962,157.09,154.81
07/27/2021_20:39:24.963,157.09,154.81
07/27/2021_20:39:25.073,157.09,170.84
07/27/2021_20:39:25.184,157.09,169.97
07/27/2021_20:39:25.296,157.09,169.89
07/27/2021_20:39:25.407,157.09,172.26
07/27/2021_20:39:25.464,157.09,172.26
07/27/2021_20:39:25.517,157.09,155.39
07/27/2021_20:39:25.629,157.09,170.87
07/27/2021_20:39:25.740,157.09,169.95
07/27/2021_20:39:25.851,157.09,169.96
07/27/2021_20:39:25.963,157.09,172.45
07/27/2021_20:39:25.966,157.09,172.45
07/27/2021_20:39:26.074,157.09,156.28
07/27/2021_20:39:26.185,157.09,169.95
07/27/2021_20:39:26.296,157.09,170.44
07/27/2021_20:39:26.408,157.09,170.36
07/27/2021_20:39:26.467,157.09,170.36
07/27/2021_20:39:26.519,157.09,171.26
07/27/2021_20:39:26.629,157.09,153.69
07/27/2021_20:39:26.740,157.09,171.67
07/27/2021_20:39:26.851,157.09,157.91
07/27/2021_20:39:26.962,157.09,170.4
07/27/2021_20:39:26.968,157.09,170.4
07/27/2021_20:39:27.075,157.09,169.96
07/27/2021_20:39:27.186,157.09,171.29
07/27/2021_20:39:27.298,157.09,172.69
07/27/2021_20:39:27.408,157.09,154.7
07/27/2021_20:39:27.469,157.09,154.7
07/27/2021_20:39:27.519,157.09,170.88
07/27/2021_20:39:27.630,157.09,170.32
07/27/2021_20:39:27.742,157.09,170.39
07/27/2021_20:39:27.853,157.09,171.88
07/27/2021_20:39:27.963,157.09,155.14
07/27/2021_20:39:27.970,157.09,155.14
07/27/2021_20:39:28.075,157.09,171.31
07/27/2021_20:39:28.186,157.09,170.86
07/27/2021_20:39:28.297,157.09,170.42
07/27/2021_20:39:28.408,157.09,171.77
07/27/2021_20:39:28.471,157.09,171.77
07/27/2021_20:39:28.519,157.09,170.49
07/27/2021_20:39:28.631,157.09,170.42
07/27/2021_20:39:28.742,157.09,170.88
07/27/2021_20:39:28.853,157.09,171.27
07/27/2021_20:39:28.964,157.09,171.67
07/27/2021_20:39:28.972,157.09,171.67
07/27/2021_20:39:29.075,157.09,154.55
07/27/2021_20:39:29.186,157.09,170.44
07/27/2021_20:39:29.297,157.09,170.86
07/27/2021_20:39:29.409,157.09,170.85
07/27/2021_20:39:29.473,157.09,170.85
07/27/2021_20:39:29.520,157.09,170.44
07/27/2021_20:39:29.631,157.09,170.4
07/27/2021_20:39:29.742,157.09,170.35
07/27/2021_20:39:29.852,157.09,156.8
07/27/2021_20:39:29.964,157.09,170.36
07/27/2021_20:39:29.974,157.09,170.36
07/27/2021_20:39:30.075,157.09,170.37
07/27/2021_20:39:30.185,157.09,155.7
07/27/2021_20:39:30.296,157.09,170.51
07/27/2021_20:39:30.407,157.09,156.71
07/27/2021_20:39:30.475,157.09,156.71
07/27/2021_20:39:30.518,157.09,170.46
07/27/2021_20:39:30.629,157.09,169.93
07/27/2021_20:39:30.740,157.09,155.37
07/27/2021_20:39:30.851,157.09,171.23
07/27/2021_20:39:30.962,157.09,170.88
07/27/2021_20:39:30.976,157.09,170.88
07/27/2021_20:39:31.073,157.09,170.38
07/27/2021_20:39:31.185,157.09,171.27
07/27/2021_20:39:31.296,157.09,169.96
07/27/2021_20:39:31.407,157.09,173.88
07/27/2021_20:39:31.477,157.09,173.88
07/27/2021_20:39:31.518,157.09,156.38
07/27/2021_20:39:31.629,157.09,170.43
07/27/2021_20:39:31.740,157.09,170.88
07/27/2021_20:39:31.851,157.09,156.57
07/27/2021_20:39:31.962,157.09,171.26
07/27/2021_20:39:31.978,157.09,171.26
07/27/2021_20:39:32.072,157.09,156.21
07/27/2021_20:39:32.184,157.09,169.93
07/27/2021_20:39:32.295,157.09,170.43
07/27/2021_20:39:32.406,157.09,169.93
07/27/2021_20:39:32.480,157.09,169.93
07/27/2021_20:39:32.521,157.09,233.07
07/27/2021_20:39:32.631,157.09,155.17
07/27/2021_20:39:32.743,157.09,170.41
07/27/2021_20:39:32.854,157.09,170.81
07/27/2021_20:39:32.965,157.09,170.44
07/27/2021_20:39:32.981,157.09,170.44
07/27/2021_20:39:33.080,157.09,231.81
07/27/2021_20:39:33.190,157.09,156.55
07/27/2021_20:39:33.302,157.09,170.86
07/27/2021_20:39:33.413,157.09,170.85
07/27/2021_20:39:33.482,157.09,170.85
07/27/2021_20:39:33.524,157.09,170.4
07/27/2021_20:39:33.635,157.09,171.83
07/27/2021_20:39:33.746,157.09,154.48
07/27/2021_20:39:33.858,157.09,170.44
07/27/2021_20:39:33.970,157.09,170.86
07/27/2021_20:39:33.983,157.09,170.86
07/27/2021_20:39:34.080,157.09,153.55
07/27/2021_20:39:34.191,157.09,171.25
07/27/2021_20:39:34.302,157.09,155.35
07/27/2021_20:39:34.413,157.09,171.27
07/27/2021_20:39:34.484,157.09,171.27
07/27/2021_20:39:34.524,157.09,170.41
07/27/2021_20:39:34.636,157.09,170.85
07/27/2021_20:39:34.747,157.09,171.28
07/27/2021_20:39:34.862,157.09,170.4
07/27/2021_20:39:34.976,157.09,170.87
07/27/2021_20:39:34.986,157.09,170.87
07/27/2021_20:39:35.087,157.09,169.92
07/27/2021_20:39:35.199,157.09,170.87
07/27/2021_20:39:35.310,157.09,170.36
07/27/2021_20:39:35.420,157.09,154.89
07/27/2021_20:39:35.487,157.09,154.89
07/27/2021_20:39:35.532,157.09,170.37
07/27/2021_20:39:35.642,157.09,156.83
07/27/2021_20:39:35.765,157.09,170.87
07/27/2021_20:39:35.876,157.09,170.42
07/27/2021_20:39:35.987,157.09,170.41
07/27/2021_20:39:35.988,157.09,170.41
07/27/2021_20:39:36.099,157.09,170.85
07/27/2021_20:39:36.210,157.09,158.73
07/27/2021_20:39:36.321,157.09,169.93
07/27/2021_20:39:36.432,157.09,170.37
07/27/2021_20:39:36.489,157.09,170.37
07/27/2021_20:39:36.542,157.09,155.21
07/27/2021_20:39:36.653,157.09,170.81
07/27/2021_20:39:36.765,157.09,170.87
07/27/2021_20:39:36.876,157.09,170.43
07/27/2021_20:39:36.987,157.09,170.84
07/27/2021_20:39:36.990,157.09,170.84
07/27/2021_20:39:37.097,157.09,154.07
07/27/2021_20:39:37.208,157.09,171.3
07/27/2021_20:39:37.320,157.09,169.96
07/27/2021_20:39:37.431,157.09,170.42
07/27/2021_20:39:37.491,157.09,170.42
07/27/2021_20:39:37.542,157.09,171.73
07/27/2021_20:39:37.654,157.09,171.28
07/27/2021_20:39:37.765,157.09,170.81
07/27/2021_20:39:37.876,157.09,170.85
07/27/2021_20:39:37.987,157.09,170.86
07/27/2021_20:39:37.992,157.09,170.86
07/27/2021_20:39:38.098,157.09,172.75
07/27/2021_20:39:38.209,157.09,154.75
07/27/2021_20:39:38.320,157.09,170.41
07/27/2021_20:39:38.431,157.09,170.4
07/27/2021_20:39:38.493,157.09,170.4
07/27/2021_20:39:38.542,157.09,169.92
07/27/2021_20:39:38.654,157.09,174.71
07/27/2021_20:39:38.764,157.09,156.63
07/27/2021_20:39:38.875,157.09,170.39
07/27/2021_20:39:38.986,157.09,171.22
07/27/2021_20:39:38.995,157.09,171.22
07/27/2021_20:39:39.097,157.09,154.99
07/27/2021_20:39:39.208,157.09,171.68
07/27/2021_20:39:39.319,157.09,170.37
07/27/2021_20:39:39.430,157.09,169.55
07/27/2021_20:39:39.495,192.0,169.55
07/27/2021_20:39:39.541,192.0,170.35
07/27/2021_20:39:39.653,192.0,182.57
07/27/2021_20:39:39.765,192.0,170.8
07/27/2021_20:39:39.876,192.0,158.62
07/27/2021_20:39:39.987,192.0,169.94
07/27/2021_20:39:39.996,242.18,169.94
07/27/2021_20:39:40.098,242.18,171.66
07/27/2021_20:39:40.209,242.18,156.09
07/27/2021_20:39:40.320,242.18,170.87
07/27/2021_20:39:40.431,242.18,169.89
07/27/2021_20:39:40.497,245.45,169.89
07/27/2021_20:39:40.543,245.45,177.74
07/27/2021_20:39:40.658,245.45,230.89
07/27/2021_20:39:40.769,245.45,154.87
07/27/2021_20:39:40.880,245.45,170.38
07/27/2021_20:39:40.991,245.45,170.35
07/27/2021_20:39:40.999,316.36,170.35
07/27/2021_20:39:41.102,316.36,169.93
07/27/2021_20:39:41.214,316.36,172.72
07/27/2021_20:39:41.324,316.36,155.1
07/27/2021_20:39:41.435,316.36,171.29
07/27/2021_20:39:41.500,357.82,171.29
07/27/2021_20:39:41.547,357.82,169.94
07/27/2021_20:39:41.657,357.82,154.31
07/27/2021_20:39:41.770,357.82,171.67
07/27/2021_20:39:41.880,357.82,156.98
07/27/2021_20:39:41.991,357.82,171.68
07/27/2021_20:39:42.001,357.82,171.68
07/27/2021_20:39:42.103,357.82,171.65
07/27/2021_20:39:42.213,357.82,154.17
07/27/2021_20:39:42.324,357.82,170.32
07/27/2021_20:39:42.435,357.82,157.2
07/27/2021_20:39:42.502,357.82,157.2
07/27/2021_20:39:42.546,357.82,170.83
07/27/2021_20:39:42.657,357.82,170.35
07/27/2021_20:39:42.768,357.82,156.99
07/27/2021_20:39:42.879,357.82,171.26
07/27/2021_20:39:42.990,357.82,170.47
07/27/2021_20:39:43.003,357.82,170.47
07/27/2021_20:39:43.101,357.82,170.0
07/27/2021_20:39:43.213,357.82,173.03
07/27/2021_20:39:43.323,357.82,156.22
07/27/2021_20:39:43.434,357.82,170.45
07/27/2021_20:39:43.504,357.82,170.45
07/27/2021_20:39:43.546,357.82,170.86
07/27/2021_20:39:43.657,357.82,169.93
07/27/2021_20:39:43.768,357.82,171.75
07/27/2021_20:39:43.879,357.82,154.01
07/27/2021_20:39:43.990,357.82,170.82
07/27/2021_20:39:44.005,357.82,170.82
07/27/2021_20:39:44.101,357.82,170.41
07/27/2021_20:39:44.211,357.82,153.43
07/27/2021_20:39:44.326,357.82,234.77
07/27/2021_20:39:44.437,357.82,156.14
07/27/2021_20:39:44.506,357.82,156.14
07/27/2021_20:39:44.548,357.82,170.4
07/27/2021_20:39:44.660,357.82,179.92
07/27/2021_20:39:44.771,357.82,153.9
07/27/2021_20:39:44.888,357.82,198.14
07/27/2021_20:39:44.999,357.82,153.88
07/27/2021_20:39:45.006,357.82,153.88
07/27/2021_20:39:45.112,357.82,172.13
07/27/2021_20:39:45.223,357.82,169.94
07/27/2021_20:39:45.334,357.82,170.8
07/27/2021_20:39:45.446,357.82,172.15
07/27/2021_20:39:45.508,357.82,172.15
07/27/2021_20:39:45.556,357.82,154.25
07/27/2021_20:39:45.667,357.82,169.89
07/27/2021_20:39:45.778,357.82,171.7
07/27/2021_20:39:45.890,357.82,170.4
07/27/2021_20:39:46.001,357.82,171.7
07/27/2021_20:39:46.009,356.73,171.7
07/27/2021_20:39:46.112,356.73,170.42
07/27/2021_20:39:46.223,356.73,170.43
07/27/2021_20:39:46.335,356.73,170.86
07/27/2021_20:39:46.446,356.73,169.94
07/27/2021_20:39:46.510,357.82,169.94
07/27/2021_20:39:46.557,357.82,171.24
07/27/2021_20:39:46.668,357.82,155.21
07/27/2021_20:39:46.779,357.82,169.93
07/27/2021_20:39:46.890,357.82,170.05
07/27/2021_20:39:47.001,357.82,170.85
07/27/2021_20:39:47.011,357.82,170.85
07/27/2021_20:39:47.113,357.82,170.37
07/27/2021_20:39:47.223,357.82,155.62
07/27/2021_20:39:47.334,357.82,170.4
07/27/2021_20:39:47.445,357.82,159.3
07/27/2021_20:39:47.512,356.73,159.3
07/27/2021_20:39:47.669,356.73,170.38
07/27/2021_20:39:47.780,356.73,172.12
07/27/2021_20:39:47.892,356.73,170.83
07/27/2021_20:39:48.002,356.73,156.82
07/27/2021_20:39:48.013,357.82,156.82
07/27/2021_20:39:48.114,357.82,170.33
07/27/2021_20:39:48.225,357.82,170.4
07/27/2021_20:39:48.337,357.82,169.97
07/27/2021_20:39:48.451,357.82,232.66
07/27/2021_20:39:48.514,357.82,232.66
07/27/2021_20:39:48.562,357.82,155.19
07/27/2021_20:39:48.673,357.82,170.37
07/27/2021_20:39:48.784,357.82,170.37
07/27/2021_20:39:48.896,357.82,170.38
07/27/2021_20:39:49.010,357.82,231.51
07/27/2021_20:39:49.016,357.82,231.51
07/27/2021_20:39:49.121,357.82,155.97
07/27/2021_20:39:49.233,357.82,169.93
07/27/2021_20:39:49.344,357.82,170.84
07/27/2021_20:39:49.456,357.82,170.41
07/27/2021_20:39:49.516,357.82,170.41
07/27/2021_20:39:49.567,357.82,171.25
07/27/2021_20:39:49.677,357.82,154.02
07/27/2021_20:39:49.789,357.82,171.23
07/27/2021_20:39:49.899,357.82,158.14
07/27/2021_20:39:50.010,357.82,170.82
07/27/2021_20:39:50.018,357.82,170.82
07/27/2021_20:39:50.122,357.82,170.34
07/27/2021_20:39:50.232,357.82,155.17
07/27/2021_20:39:50.345,357.82,170.79
07/27/2021_20:39:50.456,357.82,157.89
07/27/2021_20:39:50.519,357.82,157.89
07/27/2021_20:39:50.567,357.82,170.4
07/27/2021_20:39:50.678,357.82,169.95
07/27/2021_20:39:50.788,357.82,153.66
07/27/2021_20:39:50.903,357.82,223.18
07/27/2021_20:39:51.013,357.82,155.88
07/27/2021_20:39:51.020,356.73,155.88
07/27/2021_20:39:51.130,356.73,170.39
07/27/2021_20:39:51.242,356.73,170.84
07/27/2021_20:39:51.353,356.73,170.43
07/27/2021_20:39:51.465,356.73,173.16
07/27/2021_20:39:51.521,357.82,173.16
07/27/2021_20:39:51.575,357.82,155.86
07/27/2021_20:39:51.687,357.82,170.6
07/27/2021_20:39:51.798,357.82,170.44
07/27/2021_20:39:51.909,357.82,169.96
07/27/2021_20:39:52.020,357.82,171.88
07/27/2021_20:39:52.022,357.82,171.88
07/27/2021_20:39:52.131,357.82,154.31
07/27/2021_20:39:52.242,357.82,170.43
07/27/2021_20:39:52.353,357.82,170.42
07/27/2021_20:39:52.464,357.82,170.43
07/27/2021_20:39:52.524,357.82,170.43
07/27/2021_20:39:52.575,357.82,173.08
07/27/2021_20:39:52.687,357.82,170.86
07/27/2021_20:39:52.798,357.82,170.85
07/27/2021_20:39:52.909,357.82,170.46
07/27/2021_20:39:53.020,357.82,170.41
07/27/2021_20:39:53.025,357.82,170.41
07/27/2021_20:39:53.131,357.82,172.64
07/27/2021_20:39:53.242,357.82,155.93
07/27/2021_20:39:53.353,357.82,170.84
07/27/2021_20:39:53.464,357.82,170.83
07/27/2021_20:39:53.526,357.82,170.83
07/27/2021_20:39:53.576,357.82,170.84
07/27/2021_20:39:53.687,357.82,172.16
07/27/2021_20:39:53.797,357.82,154.32
07/27/2021_20:39:53.908,357.82,170.4
07/27/2021_20:39:54.019,357.82,169.93
07/27/2021_20:39:54.027,357.82,169.93
07/27/2021_20:39:54.131,357.82,169.96
07/27/2021_20:39:54.242,357.82,173.46
07/27/2021_20:39:54.352,357.82,155.33
07/27/2021_20:39:54.463,357.82,170.83
07/27/2021_20:39:54.529,357.82,170.83
07/27/2021_20:39:54.575,357.82,170.83
07/27/2021_20:39:54.686,357.82,170.38
07/27/2021_20:39:54.797,357.82,172.3
07/27/2021_20:39:54.907,357.82,155.14
07/27/2021_20:39:55.019,357.82,171.29
07/27/2021_20:39:55.030,357.82,171.29
07/27/2021_20:39:55.130,357.82,170.4
07/27/2021_20:39:55.241,357.82,170.4
07/27/2021_20:39:55.353,357.82,172.38
07/27/2021_20:39:55.463,357.82,155.31
07/27/2021_20:39:55.531,357.82,155.31
07/27/2021_20:39:55.574,357.82,171.3
07/27/2021_20:39:55.685,357.82,170.36
07/27/2021_20:39:55.797,357.82,172.11
07/27/2021_20:39:55.908,357.82,174.0
07/27/2021_20:39:56.018,357.82,155.2
07/27/2021_20:39:56.032,304.36,155.2
07/27/2021_20:39:56.129,304.36,171.26
07/27/2021_20:39:56.241,304.36,170.0
07/27/2021_20:39:56.352,304.36,169.96
07/27/2021_20:39:56.463,304.36,174.83
07/27/2021_20:39:56.538,245.45,174.83
07/27/2021_20:39:56.574,245.45,155.41
07/27/2021_20:39:56.685,245.45,170.81
07/27/2021_20:39:56.797,245.45,170.78
07/27/2021_20:39:56.908,245.45,170.85
07/27/2021_20:39:57.020,245.45,172.33
07/27/2021_20:39:57.039,245.45,172.33
07/27/2021_20:39:57.130,245.45,155.2
07/27/2021_20:39:57.241,245.45,170.41
07/27/2021_20:39:57.353,245.45,170.35
07/27/2021_20:39:57.463,245.45,153.9
07/27/2021_20:39:57.540,230.18,153.9
07/27/2021_20:39:57.578,230.18,233.84
07/27/2021_20:39:57.688,230.18,155.58
07/27/2021_20:39:57.799,230.18,169.9
07/27/2021_20:39:57.911,230.18,169.92
07/27/2021_20:39:58.022,230.18,170.81
07/27/2021_20:39:58.041,214.91,170.81
07/27/2021_20:39:58.145,214.91,263.01
07/27/2021_20:39:58.260,214.91,154.67
07/27/2021_20:39:58.389,214.91,150.43
07/27/2021_20:39:58.499,214.91,156.97
07/27/2021_20:39:58.542,214.91,156.97
07/27/2021_20:39:58.616,214.91,169.88
07/27/2021_20:39:58.732,214.91,143.5
07/27/2021_20:39:58.844,214.91,164.87
07/27/2021_20:39:58.956,214.91,171.36
07/27/2021_20:39:59.043,202.91,171.36
07/27/2021_20:39:59.066,202.91,153.91
07/27/2021_20:39:59.177,202.91,170.39
07/27/2021_20:39:59.288,202.91,171.69
07/27/2021_20:39:59.399,202.91,170.84
07/27/2021_20:39:59.511,202.91,171.25
07/27/2021_20:39:59.545,202.91,171.25
07/27/2021_20:39:59.622,202.91,169.98
07/27/2021_20:39:59.733,202.91,171.68
07/27/2021_20:39:59.844,202.91,158.05
07/27/2021_20:39:59.955,202.91,170.84
07/27/2021_20:40:00.046,202.91,170.84
07/27/2021_20:40:00.066,202.91,170.42
07/27/2021_20:40:00.177,202.91,169.91
07/27/2021_20:40:00.288,202.91,172.12
07/27/2021_20:40:00.399,202.91,155.89
07/27/2021_20:40:00.510,202.91,170.45
07/27/2021_20:40:00.547,202.91,170.45
07/27/2021_20:40:00.621,202.91,170.4
07/27/2021_20:40:00.732,202.91,170.81
07/27/2021_20:40:00.844,202.91,172.32
07/27/2021_20:40:00.954,202.91,155.23
07/27/2021_20:40:01.048,202.91,155.23
07/27/2021_20:40:01.065,202.91,170.83
07/27/2021_20:40:01.176,202.91,170.37
07/27/2021_20:40:01.288,202.91,170.79
07/27/2021_20:40:01.402,202.91,232.13
07/27/2021_20:40:01.513,202.91,154.23
07/27/2021_20:40:01.549,204.0,154.23
07/27/2021_20:40:01.624,204.0,170.37
07/27/2021_20:40:01.735,204.0,170.37
07/27/2021_20:40:01.846,204.0,170.42
07/27/2021_20:40:01.958,204.0,171.25
07/27/2021_20:40:02.050,202.91,171.25
07/27/2021_20:40:02.068,202.91,155.51
07/27/2021_20:40:02.179,202.91,170.42
07/27/2021_20:40:02.290,202.91,170.4
07/27/2021_20:40:02.400,202.91,155.17
